table value,free-free value,ratio,frequency(Hz),temperature(K),density(g/cm3)
3.54017e-11,8.65082e-21,4.09229e+09,2.41799e+15,11604.5,5.9948e-15
9.6786e-12,1.53837e-21,6.29145e+09,4.29991e+15,11604.5,5.9948e-15
2.30386e-11,2.7357e-22,8.42148e+10,7.64641e+15,11604.5,5.9948e-15
3.50066e-10,4.86497e-23,7.19565e+12,1.35973e+16,11604.5,5.9948e-15
8.12655e-11,8.65122e-24,9.39354e+12,2.41799e+16,11604.5,5.9948e-15
1.69419e-11,1.53837e-24,1.10129e+13,4.29991e+16,11604.5,5.9948e-15
3.88403e-12,2.7357e-25,1.41976e+13,7.64641e+16,11604.5,5.9948e-15
1.63766e-12,4.86497e-26,3.36623e+13,1.35973e+17,11604.5,5.9948e-15
6.04516e-13,8.65122e-27,6.98764e+13,2.41799e+17,11604.5,5.9948e-15
1.39493e-13,1.53837e-27,9.06756e+13,4.29991e+17,11604.5,5.9948e-15
3.52314e-14,2.7357e-28,1.28784e+14,7.64641e+17,11604.5,5.9948e-15
7.10863e-15,4.86497e-29,1.46119e+14,1.35973e+18,11604.5,5.9948e-15
1.2927e-17,9.12224e-18,1.41709,2.41799e+14,11604.5,7.7426e-15
4.36543e-17,2.13268e-18,20.4692,4.29991e+14,11604.5,7.7426e-15
1.12786e-15,4.37028e-19,2580.76,7.64641e+14,11604.5,7.7426e-15
1.97746e-12,8.08598e-20,2.44554e+07,1.35973e+15,11604.5,7.7426e-15
4.62613e-11,1.44305e-20,3.2058e+09,2.41799e+15,11604.5,7.7426e-15
1.51143e-11,2.56618e-21,5.88983e+09,4.29991e+15,11604.5,7.7426e-15
3.40055e-11,4.56344e-22,7.45173e+10,7.64641e+15,11604.5,7.7426e-15
4.52183e-10,8.1153e-23,5.57199e+12,1.35973e+16,11604.5,7.7426e-15
1.0499e-10,1.44312e-23,7.2752e+12,2.41799e+16,11604.5,7.7426e-15
2.18953e-11,2.56618e-24,8.53227e+12,4.29991e+16,11604.5,7.7426e-15
5.05228e-12,4.56344e-25,1.10712e+13,7.64641e+16,11604.5,7.7426e-15
2.11783e-12,8.1153e-26,2.60968e+13,1.35973e+17,11604.5,7.7426e-15
7.80841e-13,1.44312e-26,5.4108e+13,2.41799e+17,11604.5,7.7426e-15
1.80178e-13,2.56618e-27,7.02127e+13,4.29991e+17,11604.5,7.7426e-15
4.55048e-14,4.56344e-28,9.9716e+13,7.64641e+17,11604.5,7.7426e-15
9.18195e-15,8.1153e-29,1.13144e+14,1.35973e+18,11604.5,7.7426e-15
1.9309e-17,1.5217e-17,1.26891,2.41799e+14,11604.5,1e-14
6.3348e-17,3.55757e-18,17.8066,4.29991e+14,11604.5,1e-14
1.494e-15,7.29013e-19,2049.35,7.64641e+14,11604.5,1e-14
2.8823e-12,1.34884e-19,2.13688e+07,1.35973e+15,11604.5,1e-14
6.0358e-11,2.40718e-20,2.50742e+09,2.41799e+15,11604.5,1e-14
2.3657e-11,4.28068e-21,5.52646e+09,4.29991e+15,11604.5,1e-14
5.0776e-11,7.61235e-22,6.67022e+10,7.64641e+15,11604.5,1e-14
5.841e-10,1.35373e-22,4.31476e+12,1.35973e+16,11604.5,1e-14
1.3565e-10,2.40729e-23,5.63498e+12,2.41799e+16,11604.5,1e-14
2.8301e-11,4.28068e-24,6.61133e+12,4.29991e+16,11604.5,1e-14
6.5786e-12,7.61235e-25,8.64201e+12,7.64641e+16,11604.5,1e-14
2.7387e-12,1.35373e-25,2.02308e+13,1.35973e+17,11604.5,1e-14
1.0087e-12,2.40729e-26,4.1902e+13,2.41799e+17,11604.5,1e-14
2.3274e-13,4.28068e-27,5.43699e+13,4.29991e+17,11604.5,1e-14
5.8774e-14,7.61235e-28,7.72088e+13,7.64641e+17,11604.5,1e-14
1.1859e-14,1.35373e-28,8.76026e+13,1.35973e+18,11604.5,1e-14
2.92073e-17,2.53815e-17,1.15073,2.41799e+14,11604.5,1.2915e-14
9.31533e-17,5.93392e-18,15.6984,4.29991e+14,11604.5,1.2915e-14
1.97625e-15,1.21597e-18,1625.24,7.64641e+14,11604.5,1.2915e-14
4.08204e-12,2.24982e-19,1.81439e+07,1.35973e+15,11604.5,1.2915e-14
7.82894e-11,4.0151e-20,1.94987e+09,2.41799e+15,11604.5,1.2915e-14
3.69292e-11,7.14005e-21,5.17211e+09,4.29991e+15,11604.5,1.2915e-14
7.6462e-11,1.26972e-21,6.02196e+10,7.64641e+15,11604.5,1.2915e-14
7.54456e-10,2.25798e-22,3.34129e+12,1.35973e+16,11604.5,1.2915e-14
1.75257e-10,4.01529e-23,4.36473e+12,2.41799e+16,11604.5,1.2915e-14
3.65856e-11,7.14005e-24,5.124e+12,4.29991e+16,11604.5,1.2915e-14
8.57014e-12,1.26972e-24,6.74964e+12,7.64641e+16,11604.5,1.2915e-14
3.53987e-12,2.25798e-25,1.56772e+13,1.35973e+17,11604.5,1.2915e-14
1.30299e-12,4.01529e-26,3.24508e+13,2.41799e+17,11604.5,1.2915e-14
3.00635e-13,7.14005e-27,4.21055e+13,4.29991e+17,11604.5,1.2915e-14
7.59105e-14,1.26972e-27,5.97853e+13,7.64641e+17,11604.5,1.2915e-14
1.53172e-14,2.25798e-28,6.78359e+13,1.35973e+18,11604.5,1.2915e-14
4.48485e-17,4.2342e-17,1.0592,2.41799e+14,11604.5,1.6681e-14
1.39233e-16,9.89913e-18,14.0652,4.29991e+14,11604.5,1.6681e-14
2.63059e-15,2.02852e-18,1296.8,7.64641e+14,11604.5,1.6681e-14
5.87221e-12,3.75321e-19,1.56458e+07,1.35973e+15,11604.5,1.6681e-14
1.01682e-10,6.69811e-20,1.51808e+09,2.41799e+15,11604.5,1.6681e-14
5.83335e-11,1.19112e-20,4.89735e+09,4.29991e+15,11604.5,1.6681e-14
1.16915e-10,2.11818e-21,5.51962e+10,7.64641e+15,11604.5,1.6681e-14
9.74604e-10,3.76682e-22,2.58734e+12,1.35973e+16,11604.5,1.6681e-14
2.26478e-10,6.69841e-23,3.38107e+12,2.41799e+16,11604.5,1.6681e-14
4.73123e-11,1.19112e-23,3.97207e+12,4.29991e+16,11604.5,1.6681e-14
1.11923e-11,2.11818e-24,5.28392e+12,7.64641e+16,11604.5,1.6681e-14
4.5766e-12,3.76682e-25,1.21498e+13,1.35973e+17,11604.5,1.6681e-14
1.68345e-12,6.69841e-26,2.5132e+13,2.41799e+17,11604.5,1.6681e-14
3.88367e-13,1.19112e-26,3.26051e+13,4.29991e+17,11604.5,1.6681e-14
9.80526e-14,2.11818e-27,4.6291e+13,7.64641e+17,11604.5,1.6681e-14
1.97853e-14,3.76682e-28,5.25253e+13,1.35973e+18,11604.5,1.6681e-14
6.98069e-17,7.06286e-17,0.988366,2.41799e+14,11604.5,2.1544e-14
2.11377e-16,1.65122e-17,12.8012,4.29991e+14,11604.5,2.1544e-14
3.5274e-15,3.38367e-18,1042.48,7.64641e+14,11604.5,2.1544e-14
8.58442e-12,6.26054e-19,1.37119e+07,1.35973e+15,11604.5,2.1544e-14
1.32267e-10,1.11728e-19,1.18384e+09,2.41799e+15,11604.5,2.1544e-14
9.3083e-11,1.98685e-20,4.68495e+09,4.29991e+15,11604.5,2.1544e-14
1.81286e-10,3.53322e-21,5.1309e+10,7.64641e+15,11604.5,2.1544e-14
1.25897e-09,6.28324e-22,2.00369e+12,1.35973e+16,11604.5,2.1544e-14
2.92697e-10,1.11733e-22,2.61962e+12,2.41799e+16,11604.5,2.1544e-14
6.12022e-11,1.98685e-23,3.08036e+12,4.29991e+16,11604.5,2.1544e-14
1.46607e-11,3.53322e-24,4.14938e+12,7.64641e+16,11604.5,2.1544e-14
5.91835e-12,6.28324e-25,9.41927e+12,1.35973e+17,11604.5,2.1544e-14
2.17487e-12,1.11733e-25,1.94649e+13,2.41799e+17,11604.5,2.1544e-14
5.01738e-13,1.98685e-26,2.52529e+13,4.29991e+17,11604.5,2.1544e-14
1.26649e-13,3.53322e-27,3.5845e+13,7.64641e+17,11604.5,2.1544e-14
2.55555e-14,6.28324e-28,4.06725e+13,1.35973e+18,11604.5,2.1544e-14
1.09813e-16,1.17823e-16,0.932014,2.41799e+14,11604.5,2.7826e-14
3.25091e-16,2.75457e-17,11.8019,4.29991e+14,11604.5,2.7826e-14
4.74712e-15,5.64465e-18,840.994,7.64641e+14,11604.5,2.7826e-14
1.22518e-11,1.04439e-18,1.17311e+07,1.35973e+15,11604.5,2.7826e-14
1.72006e-10,1.86384e-19,9.22858e+08,2.41799e+15,11604.5,2.7826e-14
1.48009e-10,3.31447e-20,4.46555e+09,4.29991e+15,11604.5,2.7826e-14
2.81961e-10,5.89414e-21,4.78375e+10,7.64641e+15,11604.5,2.7826e-14
1.6264e-09,1.04817e-21,1.55166e+12,1.35973e+16,11604.5,2.7826e-14
3.7835e-10,1.86393e-22,2.02985e+12,2.41799e+16,11604.5,2.7826e-14
7.92039e-11,3.31447e-23,2.38964e+12,4.29991e+16,11604.5,2.7826e-14
1.91955e-11,5.89414e-24,3.25671e+12,7.64641e+16,11604.5,2.7826e-14
7.65465e-12,1.04817e-24,7.30286e+12,1.35973e+17,11604.5,2.7826e-14
2.81015e-12,1.86393e-25,1.50765e+13,2.41799e+17,11604.5,2.7826e-14
6.48234e-13,3.31447e-26,1.95577e+13,4.29991e+17,11604.5,2.7826e-14
1.63595e-13,5.89414e-27,2.77555e+13,7.64641e+17,11604.5,2.7826e-14
3.301e-14,1.04817e-27,3.14929e+13,1.35973e+18,11604.5,2.7826e-14
1.74321e-16,1.96533e-16,0.88698,2.41799e+14,11604.5,3.5938e-14
5.05827e-16,4.59474e-17,11.0088,4.29991e+14,11604.5,3.5938e-14
6.40631e-15,9.41549e-18,680.401,7.64641e+14,11604.5,3.5938e-14
1.69196e-11,1.74208e-18,9.71233e+06,1.35973e+15,11604.5,3.5938e-14
2.23437e-10,3.10897e-19,7.18687e+08,2.41799e+15,11604.5,3.5938e-14
2.34474e-10,5.52867e-20,4.24106e+09,4.29991e+15,11604.5,3.5938e-14
4.39342e-10,9.83165e-21,4.46865e+10,7.64641e+15,11604.5,3.5938e-14
2.10097e-09,1.74839e-21,1.20166e+12,1.35973e+16,11604.5,3.5938e-14
4.89116e-10,3.10911e-22,1.57317e+12,2.41799e+16,11604.5,3.5938e-14
1.02542e-10,5.52867e-23,1.85473e+12,4.29991e+16,11604.5,3.5938e-14
2.50872e-11,9.83165e-24,2.55168e+12,7.64641e+16,11604.5,3.5938e-14
9.9002e-12,1.74839e-24,5.66246e+12,1.35973e+17,11604.5,3.5938e-14
3.63118e-12,3.10911e-25,1.16792e+13,2.41799e+17,11604.5,3.5938e-14
8.37535e-13,5.52867e-26,1.51489e+13,4.29991e+17,11604.5,3.5938e-14
2.11319e-13,9.83165e-27,2.14938e+13,7.64641e+17,11604.5,3.5938e-14
4.26404e-14,1.74839e-27,2.43884e+13,1.35973e+18,11604.5,3.5938e-14
2.79355e-16,3.27841e-16,0.852104,2.41799e+14,11604.5,4.6416e-14
7.96684e-16,7.66458e-17,10.3944,4.29991e+14,11604.5,4.6416e-14
8.73317e-15,1.57062e-17,556.034,7.64641e+14,11604.5,4.6416e-14
2.3681e-11,2.90599e-18,8.14901e+06,1.35973e+15,11604.5,4.6416e-14
2.90727e-10,5.18613e-19,5.60585e+08,2.41799e+15,11604.5,4.6416e-14
3.75092e-10,9.22249e-20,4.06715e+09,4.29991e+15,11604.5,4.6416e-14
6.92898e-10,1.64004e-20,4.22489e+10,7.64641e+15,11604.5,4.6416e-14
2.71427e-09,2.91653e-21,9.3065e+11,1.35973e+16,11604.5,4.6416e-14
6.32511e-10,5.18637e-22,1.21956e+12,2.41799e+16,11604.5,4.6416e-14
1.32847e-10,9.22249e-23,1.44047e+12,4.29991e+16,11604.5,4.6416e-14
3.28946e-11,1.64004e-23,2.00572e+12,7.64641e+16,11604.5,4.6416e-14
1.28094e-11,2.91653e-24,4.39201e+12,1.35973e+17,11604.5,4.6416e-14
4.69266e-12,5.18637e-25,9.04806e+12,2.41799e+17,11604.5,4.6416e-14
1.08228e-12,9.22249e-26,1.17352e+13,4.29991e+17,11604.5,4.6416e-14
2.72986e-13,1.64004e-26,1.66451e+13,7.64641e+17,11604.5,4.6416e-14
5.50819e-14,2.91653e-27,1.88861e+13,1.35973e+18,11604.5,4.6416e-14
4.51211e-16,5.46861e-16,0.825092,2.41799e+14,11604.5,5.9948e-14
1.26808e-15,1.2785e-16,9.91846,4.29991e+14,11604.5,5.9948e-14
1.20454e-14,2.6199e-17,459.764,7.64641e+14,11604.5,5.9948e-14
3.3635e-11,4.8474e-18,6.93878e+06,1.35973e+15,11604.5,5.9948e-14
3.79063e-10,8.65082e-19,4.38182e+08,2.41799e+15,11604.5,5.9948e-14
6.04995e-10,1.53837e-19,3.93269e+09,4.29991e+15,11604.5,5.9948e-14
1.10418e-09,2.7357e-20,4.0362e+10,7.64641e+15,11604.5,5.9948e-14
3.50678e-09,4.86497e-21,7.20822e+11,1.35973e+16,11604.5,5.9948e-14
8.1817e-10,8.65122e-22,9.45729e+11,2.41799e+16,11604.5,5.9948e-14
1.72267e-10,1.53837e-22,1.1198e+12,4.29991e+16,11604.5,5.9948e-14
4.3307e-11,2.7357e-23,1.58303e+12,7.64641e+16,11604.5,5.9948e-14
1.65828e-11,4.86497e-24,3.40862e+12,1.35973e+17,11604.5,5.9948e-14
6.06554e-12,8.65122e-25,7.0112e+12,2.41799e+17,11604.5,5.9948e-14
1.39871e-12,1.53837e-25,9.09211e+12,4.29991e+17,11604.5,5.9948e-14
3.52662e-13,2.7357e-26,1.28911e+13,7.64641e+17,11604.5,5.9948e-14
7.11583e-14,4.86497e-27,1.46267e+13,1.35973e+18,11604.5,5.9948e-14
7.31234e-16,9.12224e-16,0.801595,2.41799e+14,11604.5,7.7426e-14
2.03282e-15,2.13268e-16,9.53174,4.29991e+14,11604.5,7.7426e-14
1.67813e-14,4.37028e-17,383.987,7.64641e+14,11604.5,7.7426e-14
4.63867e-11,8.08598e-18,5.73668e+06,1.35973e+15,11604.5,7.7426e-14
4.92538e-10,1.44305e-18,3.41317e+08,2.41799e+15,11604.5,7.7426e-14
9.58689e-10,2.56618e-19,3.73587e+09,4.29991e+15,11604.5,7.7426e-14
1.73419e-09,4.56344e-20,3.80018e+10,7.64641e+15,11604.5,7.7426e-14
4.53081e-09,8.1153e-21,5.58305e+11,1.35973e+16,11604.5,7.7426e-14
1.05865e-09,1.44312e-21,7.33583e+11,2.41799e+16,11604.5,7.7426e-14
2.23506e-10,2.56618e-22,8.70968e+11,4.29991e+16,11604.5,7.7426e-14
5.68214e-11,4.56344e-23,1.24514e+12,7.64641e+16,11604.5,7.7426e-14
2.14718e-11,8.1153e-24,2.64584e+12,1.35973e+17,11604.5,7.7426e-14
7.84171e-12,1.44312e-24,5.43387e+12,2.41799e+17,11604.5,7.7426e-14
1.80782e-12,2.56618e-25,7.0448e+12,4.29991e+17,11604.5,7.7426e-14
4.55621e-13,4.56344e-26,9.98416e+12,7.64641e+17,11604.5,7.7426e-14
9.19356e-14,8.1153e-27,1.13287e+13,1.35973e+18,11604.5,7.7426e-14
1.1891e-15,1.5217e-15,0.781431,2.41799e+14,11604.5,1e-13
3.2795e-15,3.55757e-16,9.21838,4.29991e+14,11604.5,1e-13
2.3648e-14,7.29013e-17,324.384,7.64641e+14,11604.5,1e-13
6.2128e-11,1.34884e-17,4.60604e+06,1.35973e+15,11604.5,1e-13
6.3726e-10,2.40718e-18,2.64733e+08,2.41799e+15,11604.5,1e-13
1.504e-09,4.28068e-19,3.51346e+09,4.29991e+15,11604.5,1e-13
2.7021e-09,7.61235e-20,3.54963e+10,7.64641e+15,11604.5,1e-13
5.854e-09,1.35373e-20,4.32436e+11,1.35973e+16,11604.5,1e-13
1.3701e-09,2.40729e-21,5.69147e+11,2.41799e+16,11604.5,1e-13
2.9019e-10,4.28068e-22,6.77906e+11,4.29991e+16,11604.5,1e-13
7.4259e-11,7.61235e-23,9.75507e+11,7.64641e+16,11604.5,1e-13
2.781e-11,1.35373e-23,2.05433e+12,1.35973e+17,11604.5,1e-13
1.0139e-11,2.40729e-24,4.2118e+12,2.41799e+17,11604.5,1e-13
2.3369e-12,4.28068e-25,5.45918e+12,4.29991e+17,11604.5,1e-13
5.8869e-13,7.61235e-26,7.73336e+12,7.64641e+17,11604.5,1e-13
1.1878e-13,1.35373e-26,8.7743e+12,1.35973e+18,11604.5,1e-13
1.94397e-15,2.53815e-15,0.7659,2.41799e+14,11604.5,1.2915e-13
5.3264e-15,5.93392e-16,8.9762,4.29991e+14,11604.5,1.2915e-13
3.3836e-14,1.21597e-16,278.263,7.64641e+14,11604.5,1.2915e-13
8.39372e-11,2.24982e-17,3.73084e+06,1.35973e+15,11604.5,1.2915e-13
8.24894e-10,4.0151e-18,2.05448e+08,2.41799e+15,11604.5,1.2915e-13
2.38592e-09,7.14005e-19,3.3416e+09,4.29991e+15,11604.5,1.2915e-13
4.26092e-09,1.26972e-19,3.3558e+10,7.64641e+15,11604.5,1.2915e-13
7.56406e-09,2.25798e-20,3.34993e+11,1.35973e+16,11604.5,1.2915e-13
1.77413e-09,4.01529e-21,4.41845e+11,2.41799e+16,11604.5,1.2915e-13
3.77338e-10,7.14005e-22,5.2848e+11,4.29991e+16,11604.5,1.2915e-13
9.73584e-11,1.26972e-22,7.66772e+11,7.64641e+16,11604.5,1.2915e-13
3.60471e-11,2.25798e-23,1.59643e+12,1.35973e+17,11604.5,1.2915e-13
1.31126e-11,4.01529e-24,3.26567e+12,2.41799e+17,11604.5,1.2915e-13
3.02146e-12,7.14005e-25,4.23171e+12,4.29991e+17,11604.5,1.2915e-13
7.60668e-13,1.26972e-25,5.99084e+12,7.64641e+17,11604.5,1.2915e-13
1.53469e-13,2.25798e-26,6.79674e+12,1.35973e+18,11604.5,1.2915e-13
3.19174e-15,4.2342e-15,0.7538,2.41799e+14,11604.5,1.6681e-13
8.69931e-15,9.89913e-16,8.78795,4.29991e+14,11604.5,1.6681e-13
4.91956e-14,2.02852e-16,242.52,7.64641e+14,11604.5,1.6681e-13
1.14583e-10,3.75321e-17,3.05294e+06,1.35973e+15,11604.5,1.6681e-13
1.06855e-09,6.69811e-18,1.5953e+08,2.41799e+15,11604.5,1.6681e-13
3.82145e-09,1.19112e-18,3.20827e+09,4.29991e+15,11604.5,1.6681e-13
6.78983e-09,2.11818e-19,3.2055e+10,7.64641e+15,11604.5,1.6681e-13
9.7759e-09,3.76682e-20,2.59527e+11,1.35973e+16,11604.5,1.6681e-13
2.29931e-09,6.69841e-21,3.43262e+11,2.41799e+16,11604.5,1.6681e-13
4.91622e-10,1.19112e-21,4.12738e+11,4.29991e+16,11604.5,1.6681e-13
1.28172e-10,2.11818e-22,6.05104e+11,7.64641e+16,11604.5,1.6681e-13
4.67769e-11,3.76682e-23,1.24181e+12,1.35973e+17,11604.5,1.6681e-13
1.69662e-11,6.69841e-24,2.53288e+12,2.41799e+17,11604.5,1.6681e-13
3.90802e-12,1.19112e-24,3.28096e+12,4.29991e+17,11604.5,1.6681e-13
9.83111e-13,2.11818e-25,4.6413e+12,7.64641e+17,11604.5,1.6681e-13
1.9832e-13,3.76682e-26,5.26493e+12,1.35973e+18,11604.5,1.6681e-13
5.2283e-15,7.06286e-15,0.740253,2.41799e+14,11604.5,2.1544e-13
1.42199e-14,1.65122e-15,8.61174,4.29991e+14,11604.5,2.1544e-13
7.24826e-14,3.38367e-16,214.213,7.64641e+14,11604.5,2.1544e-13
1.53113e-10,6.26054e-17,2.44569e+06,1.35973e+15,11604.5,2.1544e-13
1.39441e-09,1.11728e-17,1.24805e+08,2.41799e+15,11604.5,2.1544e-13
5.88668e-09,1.98685e-18,2.96282e+09,4.29991e+15,11604.5,2.1544e-13
1.04077e-08,3.53322e-19,2.94566e+10,7.64641e+15,11604.5,2.1544e-13
1.26334e-08,6.28324e-20,2.01065e+11,1.35973e+16,11604.5,2.1544e-13
2.97954e-09,1.11733e-20,2.66666e+11,2.41799e+16,11604.5,2.1544e-13
6.40352e-10,1.98685e-21,3.22295e+11,4.29991e+16,11604.5,2.1544e-13
1.67989e-10,3.53322e-22,4.75456e+11,7.64641e+16,11604.5,2.1544e-13
6.06873e-11,6.28324e-23,9.6586e+11,1.35973e+17,11604.5,2.1544e-13
2.19512e-11,1.11733e-23,1.96461e+12,2.41799e+17,11604.5,2.1544e-13
5.05422e-12,1.98685e-24,2.54384e+12,4.29991e+17,11604.5,2.1544e-13
1.27054e-12,3.53322e-25,3.59597e+12,7.64641e+17,11604.5,2.1544e-13
2.56266e-13,6.28324e-26,4.07856e+12,1.35973e+18,11604.5,2.1544e-13
8.56707e-15,1.17823e-14,0.727115,2.41799e+14,11604.5,2.7826e-13
2.32918e-14,2.75457e-15,8.45566,4.29991e+14,11604.5,2.7826e-13
1.0831e-13,5.64465e-16,191.881,7.64641e+14,11604.5,2.7826e-13
2.00934e-10,1.04439e-16,1.92395e+06,1.35973e+15,11604.5,2.7826e-13
1.83448e-09,1.86384e-17,9.84248e+07,2.41799e+15,11604.5,2.7826e-13
8.89597e-09,3.31447e-18,2.68398e+09,4.29991e+15,11604.5,2.7826e-13
1.56471e-08,5.89414e-19,2.65469e+10,7.64641e+15,11604.5,2.7826e-13
1.63266e-08,1.04817e-19,1.55763e+11,1.35973e+16,11604.5,2.7826e-13
3.86169e-09,1.86393e-20,2.0718e+11,2.41799e+16,11604.5,2.7826e-13
8.34363e-10,3.31447e-21,2.51733e+11,4.29991e+16,11604.5,2.7826e-13
2.19405e-10,5.89414e-22,3.72243e+11,7.64641e+16,11604.5,2.7826e-13
7.87476e-11,1.04817e-22,7.51285e+11,1.35973e+17,11604.5,2.7826e-13
2.84048e-11,1.86393e-23,1.52392e+12,2.41799e+17,11604.5,2.7826e-13
6.53744e-12,3.31447e-24,1.97239e+12,4.29991e+17,11604.5,2.7826e-13
1.64215e-12,5.89414e-25,2.78608e+12,7.64641e+17,11604.5,2.7826e-13
3.31185e-13,1.04817e-25,3.15965e+12,1.35973e+18,11604.5,2.7826e-13
1.40913e-14,1.96533e-14,0.716994,2.41799e+14,11604.5,3.5938e-13
3.82991e-14,4.59474e-15,8.33543,4.29991e+14,11604.5,3.5938e-13
1.64391e-13,9.41549e-16,174.596,7.64641e+14,11604.5,3.5938e-13
2.64806e-10,1.74208e-16,1.52006e+06,1.35973e+15,11604.5,3.5938e-13
2.4251e-09,3.10897e-17,7.80033e+07,2.41799e+15,11604.5,3.5938e-13
1.36457e-08,5.52867e-18,2.46816e+09,4.29991e+15,11604.5,3.5938e-13
2.38862e-08,9.83165e-19,2.42952e+10,7.64641e+15,11604.5,3.5938e-13
2.11024e-08,1.74839e-19,1.20696e+11,1.35973e+16,11604.5,3.5938e-13
5.00976e-09,3.10911e-20,1.61132e+11,2.41799e+16,11604.5,3.5938e-13
1.08975e-09,5.52867e-21,1.97109e+11,4.29991e+16,11604.5,3.5938e-13
2.87421e-10,9.83165e-22,2.92343e+11,7.64641e+16,11604.5,3.5938e-13
1.02315e-10,1.74839e-22,5.85198e+11,1.35973e+17,11604.5,3.5938e-13
3.67754e-11,3.10911e-23,1.18283e+12,2.41799e+17,11604.5,3.5938e-13
8.45873e-12,5.52867e-24,1.52998e+12,4.29991e+17,11604.5,3.5938e-13
2.12279e-12,9.83165e-25,2.15913e+12,7.64641e+17,11604.5,3.5938e-13
4.28022e-13,1.74839e-25,2.44809e+12,1.35973e+18,11604.5,3.5938e-13
2.32479e-14,3.27841e-14,0.709122,2.41799e+14,11604.5,4.6416e-13
6.31722e-14,7.66458e-15,8.24209,4.29991e+14,11604.5,4.6416e-13
2.53199e-13,1.57062e-15,161.21,7.64641e+14,11604.5,4.6416e-13
3.50845e-10,2.90599e-16,1.20731e+06,1.35973e+15,11604.5,4.6416e-13
3.22526e-09,5.18613e-17,6.21901e+07,2.41799e+15,11604.5,4.6416e-13
2.12214e-08,9.22249e-18,2.30105e+09,4.29991e+15,11604.5,4.6416e-13
3.69852e-08,1.64004e-18,2.25514e+10,7.64641e+15,11604.5,4.6416e-13
2.72819e-08,2.91653e-19,9.35425e+10,1.35973e+16,11604.5,4.6416e-13
6.50752e-09,5.18637e-20,1.25474e+11,2.41799e+16,11604.5,4.6416e-13
1.42771e-09,9.22249e-21,1.54807e+11,4.29991e+16,11604.5,4.6416e-13
3.77989e-10,1.64004e-21,2.30476e+11,7.64641e+16,11604.5,4.6416e-13
1.33163e-10,2.91653e-22,4.5658e+11,1.35973e+17,11604.5,4.6416e-13
4.76414e-11,5.18637e-23,9.18589e+11,2.41799e+17,11604.5,4.6416e-13
1.09509e-11,9.22249e-24,1.18742e+12,4.29991e+17,11604.5,4.6416e-13
2.74486e-12,1.64004e-24,1.67365e+12,7.64641e+17,11604.5,4.6416e-13
5.53325e-13,2.91653e-25,1.8972e+12,1.35973e+18,11604.5,4.6416e-13
3.82174e-14,5.46861e-14,0.698851,2.41799e+14,11604.5,5.9948e-13
1.04022e-13,1.2785e-14,8.13621,4.29991e+14,11604.5,5.9948e-13
3.93756e-13,2.6199e-15,150.294,7.64641e+14,11604.5,5.9948e-13
4.60005e-10,4.8474e-16,948973,1.35973e+15,11604.5,5.9948e-13
4.30271e-09,8.65082e-17,4.97375e+07,2.41799e+15,11604.5,5.9948e-13
3.1309e-08,1.53837e-17,2.0352e+09,4.29991e+15,11604.5,5.9948e-13
5.42218e-08,2.7357e-18,1.98201e+10,7.64641e+15,11604.5,5.9948e-13
3.52638e-08,4.86497e-19,7.24851e+10,1.35973e+16,11604.5,5.9948e-13
8.44368e-09,8.65122e-20,9.7601e+10,2.41799e+16,11604.5,5.9948e-13
1.86522e-09,1.53837e-20,1.21246e+11,4.29991e+16,11604.5,5.9948e-13
4.94721e-10,2.7357e-21,1.80839e+11,7.64641e+16,11604.5,5.9948e-13
1.73052e-10,4.86497e-22,3.5571e+11,1.35973e+17,11604.5,5.9948e-13
6.16865e-11,8.65122e-23,7.13038e+11,2.41799e+17,11604.5,5.9948e-13
1.41705e-11,1.53837e-23,9.21135e+11,4.29991e+17,11604.5,5.9948e-13
3.54844e-12,2.7357e-24,1.29709e+12,7.64641e+17,11604.5,5.9948e-13
7.1512e-13,4.86497e-25,1.46994e+12,1.35973e+18,11604.5,5.9948e-13
6.27987e-14,9.12224e-14,0.688413,2.41799e+14,11604.5,7.7426e-13
1.71359e-13,2.13268e-14,8.03491,4.29991e+14,11604.5,7.7426e-13
6.18456e-13,4.37028e-15,141.514,7.64641e+14,11604.5,7.7426e-13
5.97853e-10,8.08598e-16,739369,1.35973e+15,11604.5,7.7426e-13
5.768e-09,1.44305e-16,3.99709e+07,2.41799e+15,11604.5,7.7426e-13
4.488e-08,2.56618e-17,1.74891e+09,4.29991e+15,11604.5,7.7426e-13
7.70799e-08,4.56344e-18,1.68908e+10,7.64641e+15,11604.5,7.7426e-13
4.5576e-08,8.1153e-19,5.61606e+10,1.35973e+16,11604.5,7.7426e-13
1.0948e-08,1.44312e-19,7.58638e+10,2.41799e+16,11604.5,7.7426e-13
2.43203e-09,2.56618e-20,9.47725e+10,4.29991e+16,11604.5,7.7426e-13
6.45183e-10,4.56344e-21,1.41381e+11,7.64641e+16,11604.5,7.7426e-13
2.24675e-10,8.1153e-22,2.76853e+11,1.35973e+17,11604.5,7.7426e-13
7.98417e-11,1.44312e-22,5.53259e+11,2.41799e+17,11604.5,7.7426e-13
1.83322e-11,2.56618e-23,7.14376e+11,4.29991e+17,11604.5,7.7426e-13
4.58664e-12,4.56344e-24,1.00508e+12,7.64641e+17,11604.5,7.7426e-13
9.24234e-13,8.1153e-25,1.13888e+12,1.35973e+18,11604.5,7.7426e-13
1.0353e-13,1.5217e-13,0.68036,2.41799e+14,11604.5,1e-12
